"","ID","time","x","y","long","lat","depth","chl","dive"
"964","gp13-902-08","2008-06-09 13:39:48",677606.205130384,6119273.59418655,-0.21009,55.18809,68.9069437888633,1.05605215127362,0
"965","gp13-902-08","2008-06-09 15:11:20",670406.206789107,6121164.86882332,-0.32191,55.2076,65.8461888862295,1.12018364271549,0
"966","gp13-902-08","2008-06-09 16:40:48",663067.723389881,6122185.68454776,-0.43652,55.21924,77.8188026847286,1.13373673616714,0
"967","gp13-902-08","2008-06-09 17:10:40",660201.451547396,6122220.45116069,-0.48151,55.22049,73.8762421713354,1.17428322951595,0
"968","gp13-902-08","2008-06-09 18:37:12",653909.494507983,6122209.24060495,-0.58033,55.22239,68.0849538503215,1.26808094031417,0
"969","gp13-902-08","2008-06-09 21:08:40",643649.391854168,6122185.76064301,-0.7415,55.22527,71.8981457672906,1.56554795055416,0
"970","gp13-902-08","2008-06-09 22:37:24",637286.008463108,6122917.40604577,-0.84111,55.23365,79.7646736998665,1.65195822932943,0
"971","gp13-902-08","2008-06-09 23:07:28",634930.500545167,6123237.07344233,-0.87797,55.23717,84.3779972663169,1.65195822932943,0
"972","gp13-902-08","2008-06-10 00:08:56",630278.257667794,6124301.64721494,-0.95059,55.24798,88,1.74817922256853,0
"973","gp13-902-08","2008-06-10 01:39:40",624179.355364725,6127562.75216512,-1.04503,55.27884,89.8945721896859,1.97646159294437,0
"974","gp13-902-08","2008-06-10 03:07:28",617867.048597587,6131771.50606007,-1.14258,55.31819,81.6419601618237,2.05380658131861,0
"975","gp13-902-08","2008-06-10 04:10:52",613287.556526601,6134139.07337517,-1.21375,55.34053,68.2921552377083,2.44446405456186,0
"976","gp13-902-08","2008-06-10 09:37:24",593689.523385683,6146218.2133654,-1.51858,55.45316,32.441890543094,4.53471302422114,8
"977","gp13-902-08","2008-06-10 10:07:36",592768.669603013,6148152.43085428,-1.53249,55.47071,29.317523571785,4.53471302422114,7
"978","gp13-902-08","2008-06-10 11:37:04",590490.919426378,6155353.19277324,-1.56616,55.53582,28.428830689119,4.69816240813548,0
